"['tiocks', 'quiends', 'chroon', 'bightch', 'flutzp', 'mcgrish', 'trought']",['miread'],tiocks trought bightch miread quiends mcgrish chroon flutzp
"['clains', 'clotts', 'crearths', 'neurch', 'mcconth', 'freeps', 'bailts']",['chorkets'],chorkets clains crearths freeps neurch bailts clotts mcconth
"['duound', 'charthm', 'plends', 'bryork', 'prient', 'mcgent', 'strarg']",['huckey'],bryork duound plends charthm mcgent huckey strarg prient
"['wholds', 'smelds', 'pheuer', 'coexts', 'stfulls', 'fraint', 'schwess']",['cordious'],schwess stfulls pheuer cordious coexts wholds smelds fraint
"['darksh', 'shiench', 'viorts', 'shroll', 'coorts', 'freeps', 'quiends']",['diseask'],quiends shroll coorts freeps shiench viorts diseask darksh
"['reight', 'pleans', 'shment', 'wheeds', 'psoids', 'blooks', 'sneaft']",['mustra'],sneaft reight blooks psoids shment pleans wheeds mustra
"['proths', 'gruffm', 'chfoss', 'cultsh', 'bryard', 'stwang', 'raight']",['mizing'],gruffm bryard proths cultsh stwang mizing raight chfoss
"['prient', 'biocks', 'prorts', 'spberns', 'ploint', 'hernst', 'shiench']",['nessne'],hernst biocks prient nessne ploint shiench spberns prorts
"['steann', 'procks', 'thents', 'stroes', 'shpots', 'breerls', 'prorts']",['capsied'],prorts shpots stroes thents capsied breerls procks steann
"['szlock', 'queams', 'strarg', 'fraint', 'poorns', 'quairs', 'kneeks']",['strigon'],szlock poorns queams quairs strarg strigon kneeks fraint
"['boungs', 'drields', 'cheaft', 'plicks', 'shients', 'scheed', 'queurs']",['mistre'],shients queurs boungs drields mistre plicks scheed cheaft
"['spours', 'prient', 'sneaft', 'teasks', 'strous', 'bryawn', 'chried']",['tracel'],spours strous tracel chried prient sneaft teasks bryawn
"['clearns', 'thrins', 'shients', 'shiench', 'pheants', 'frockhs', 'stroes']",['furlowns'],stroes shiench pheants frockhs shients furlowns thrins clearns
"['mccoill', 'breant', 'schiss', 'coills', 'trands', 'freans', 'claids']",['bousian'],bousian breant schiss coills trands mccoill freans claids
"['coyous', 'splawn', 'sweers', 'broint', 'chfoss', 'ploint', 'violds']",['eismist'],coyous splawn eismist violds ploint sweers chfoss broint
"['taeons', 'brairs', 'wholds', 'guists', 'stment', 'limphs', 'sneams']",['sparill'],sneams taeons stment limphs brairs wholds sparill guists
